Store Number,Store Name,Customer Segment,Address,County,Store Longitude,Store Latitude
5950,CASEY'S GENERAL STORE #3898 / ANAMOSA,Big Spenders,23485 COUNTY ROAD E34,JONES,-91.3342,42.07267
5322,AVOCA FOOD LAND,Potential Loyalist,212 WEST WOOD ST.,POTTAWATTAMIE,-95.33793,41.48807
4171,"BROTHERS MARKET, INC. / CASCADE",Big Spenders,105 SE NIXON ST,DUBUQUE,-90.99372,42.30608
5106,RANDY'S NEIGHBORHOOD MARKET / DEWITT,Potential Loyalist,622 10TH  ST,CLINTON,-90.54014,41.82517
10016,KWIK STAR #1180 / PERRY,Need Attention,511 1ST AVE,DALLAS,-94.10654,41.83261
4401,KUM & GO #503 / MARION,Big Spenders,3215 7TH AVE,LINN,-91.57712,42.03517
3872,TARGET STORE T-0086 / DUBUQUE,Champions,3500 DODGE ST,DUBUQUE,-90.72368,42.49182
6140,ROYAL FOOD & LIQUOR / DES MOINES,Potential Loyalist,1443 2ND AVE,POLK,-93.61979,41.60523
5077,WAL-MART 3150 / COUNCIL BLUFFS,Champions,1800 N 16TH ST,POTTAWATTAMIE,-95.86907,41.27938
6129,EAST END LIQUOR / DES MOINES,Champions,3804 HUBBELL AVE,POLK,-93.54133,41.63086
10020,LOCAL LIQUOR / PANORA,Potential Loyalist,603 EAST MAIN STREET,GUTHRIE,-94.35706,41.69176
2591,HY-VEE WINE AND SPIRITS / ATLANTIC,Champions,1602 E 7TH ST,CASS,-94.99042,41.40387
5569,CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,Big Spenders,5050 NORTHLAND AVE NE,LINN,-91.6317,42.02848
4346,ROY'S FOODLAND,Champions,105 PEARL ST,BENTON,-91.86927,42.09422
4140,FAREWAY STORES #900 / EUCLID,Potential Loyalist,100 EUCLID AVE,POLK,-93.61897,41.6277
5253,THE CORNER STORE,Big Spenders,"4200, LEWIS ACCESS RD",LINN,-91.77471,42.18183
5803,CASEY'S GENERAL STORE #3333 / PLEASANT HILL,Potential Loyalist,5550 E UNIVERSITY AVE,POLK,-93.50411,41.59916
5177,CASEY'S GENERAL STORE #3204 / MINDEN,Big Spenders,33280 335TH ST,POTTAWATTAMIE,-95.54618,41.49559
4023,WAL-MART 1389 / BOONE,Champions,1515 SE MARSHALL ST,BOONE,-93.87029,42.03507
5268,THE DEPOT ATKINS,Big Spenders,"188, PARKRIDGE RD",BENTON,-91.86271,41.99265
3461,HOMETOWN FOODS / STUART,Potential Loyalist,607 S DIVISION ST,GUTHRIE,-94.31844,41.49769
4443,PALO MINI MART,Need Attention,1204 1ST ST,LINN,-91.79577,42.0702
3833,WAL-MART 3394 / ATLANTIC,Champions,1905 EAST 7TH ST,CASS,-94.9873,41.40387
5057,KUM & GO #535 / DES MOINES,Potential Loyalist,4960 E BROADWAY AVE,POLK,-93.51571,41.64427
5975,CASEY'S GENERAL STORE #1676 / CARLISLE,Potential Loyalist,1001 HWY 5,WARREN,-93.49702,41.49866
5471,WORLD LIQUOR & TOBACCO + VAPORS,Champions,1030 8TH ST,BOONE,-93.87692,42.06383
3732,NORTH SCOTT FOODS,Need Attention,425 E LECLAIRE RD,SCOTT,-90.57731,41.6547
6085,CIRCLE K #22654122 / BOONE,Need Attention,1704 S STORY ST,BOONE,-93.87931,42.03697
5382,CASEY'S GENERAL STORE # 2870/ ALTOONA,Potential Loyalist,1419 1ST AVE N,POLK,-93.46453,41.6627
4785,CASEY'S GENERAL STORE #2835 / AVOCA,Big Spenders,1019 N CHESTNUT ST,POTTAWATTAMIE,-95.33604,41.48552
4155,FAREWAY STORES #949 / MARION,Potential Loyalist,3300 10TH AVE,LINN,-91.57642,42.036
4599,QUIK TRIP #500 / HUBBELL DM,Potential Loyalist,3700 HUBBELL AVE,POLK,-93.54489,41.62901
2624,HY-VEE #2 / DUBUQUE,Champions,2395 NW ARTERIAL RD,DUBUQUE,-90.74103,42.51662
5922,CASEY'S GENERAL STORE #3896 / CENTER POINT,Big Spenders,696 GRAIN LN,LINN,-91.77762,42.17367
4757,EZ MART / BONDURANT,Potential Loyalist,1111 SE LINCOLN STREET,POLK,-93.45716,41.69254
5610,CASEY'S GENERAL STORE #2690 / ANAMOSA,Big Spenders,500 E MAIN ST,JONES,-91.28025,42.10827
4622,QUIK TRIP #544 / SE 14TH DM,Potential Loyalist,3941 SE 14TH ST,POLK,-93.59631,41.5487
6249,HY-VEE DOLLAR FRESH / MONTICELLO,Champions,122 NORTH MAIN STREET,JONES,-91.18403,42.2384
4880,CASEY'S GENERAL STORE #1567 / ANITA,Big Spenders,912 MAIN ST,CASS,-94.7678,41.44358
5572,CASEY'S GENERAL STORE #2790 / CEDAR RAPIDS,Big Spenders,588 BOYSON RD NE #110,LINN,-91.64163,42.04717
4633,KWIK SHOP #520 / CARTER LAKE,Big Spenders,1202 EAST LOCUST ST,POTTAWATTAMIE,-95.91415,41.28537
6195,DT LIQUOR LLC / DEWITT,Potential Loyalist,301 11TH STREET,CLINTON,-90.53436,41.82626
3678,"SMOKE SHOP, THE",Potential Loyalist,1918 SE 14TH ST,POLK,-93.59692,41.57103
3886,WAL-MART 0646 / ANAMOSA,Champions,101  115 ST,JONES,-91.26496,42.10165
4901,FAREWAY STORES #137 / POLK CITY,Champions,1101 SOUTH 5TH STREET,POLK,-93.7189,41.76387
3831,THE MARKET OF MADRID,Big Spenders,301 ANNEX RD,BOONE,-93.81536,41.87896
5191,CASEY'S GENERAL STORE #1534 / GUTHRI,Big Spenders,"100, N  5TH ST",GUTHRIE,-94.50235,41.67747
5082,CASEY'S GENERAL STORE #2365 / ATLANT,Potential Loyalist,911 SW 7TH ST,CASS,-95.02831,41.40146
4473,CASEY'S GENERAL STORE #92 / PANORA,Potential Loyalist,113 NE 3RD ST,GUTHRIE,-94.36133,41.69187
2612,HY-VEE STORE / PERRY,Champions,1215  141 ST,DALLAS,-94.10465,41.83027
4252,FAREWAY STORES #840 / MONTICELLO,Big Spenders,433 NORTH FARLEY STREET,JONES,-91.19145,42.24187
2478,PRAIRIE MEADOWS,Champions,ONE PRAIRIE MEADOWS DRIVE,POLK,-93.49319,41.6548
5575,CASEY'S GENERAL STORE #2919 / MARION,Big Spenders,340 MARION BLVD,LINN,-91.61357,42.03003
6089,CIRCLE K #22654124 / PERRY,Big Spenders,1115 HWY 141,DALLAS,-94.10569,41.83025
5777,CASEY'S GENERAL STORE #2610 / ATLANTIC,Big Spenders,1408 E 7TH ST,CASS,-94.99344,41.40385
4092,FAREWAY STORES #077 / NORWALK,Champions,1711 SUNSET DR,WARREN,-93.67487,41.48405
10028,DUAL STOP CARTER LAKE / CARTER LAKE,Big Spenders,109 EAST LOCUST STREET,POTTAWATTAMIE,-95.92899,41.28506
4334,FAREWAY STORES #114 / DUBUQUE,Champions,2050 JOHN F KENNEDY RD,DUBUQUE,-90.72042,42.50749
5050,FAREWAY STORES #147 / CARLISLE,Potential Loyalist,"1115, BLUESTEM DR",WARREN,-93.4994,41.49793
3870,TARGET STORE T-1939 / ALTOONA,Potential Loyalist,3414 8TH ST SW,POLK,-93.50433,41.64407
5507,QUIK TRIP #559 / FLEUR,Potential Loyalist,4021 FLEUR DR,POLK,-93.64493,41.54781
4601,KUM & GO #4110 / GUTHRIE DM,Potential Loyalist,2110 GUTHRIE AVE,POLK,-93.57903,41.61502
5910,ELDRIDGE MART,Champions,209 E. LE CLAIRE RD,SCOTT,-90.58153,41.6547
10073,FAREWAY STORES INC #229 / ODGEN,Big Spenders,302 WEST WALNUT STREET,BOONE,-94.03108,42.03904
5145,SOUTH SIDE FOOD MART,Potential Loyalist,1101 ARMY POST RD. SUITE A & B,POLK,-93.62857,41.5265
6082,CASEY'S #2654 / STUART,Potential Loyalist,708 S DIVISION ST,ADAIR,-94.3185,41.49644
5236,"GIGGLE JUICE LIQUOR STATION, LLC",Champions,600 W. MAIN ST.,JONES,-91.29085,42.10821
4361,QUIK TRIP #538 / NW 2ND / DSM,Potential Loyalist,4575 NW 2ND,POLK,-93.61922,41.64342
4370,KUM & GO #240 / NORTH AVE NORWALK,Potential Loyalist,530 NORTH AVE,WARREN,-93.68186,41.47536
4418,KUM & GO #1046 / WALNUT,Big Spenders,1709 ANTIQUE CITY DR,POTTAWATTAMIE,-95.22212,41.4941
10057,KWIK STAR #1186 / ALTOONA,Potential Loyalist,2030 21ST ST NW,POLK,-78.41659,40.51419
5375,CASEY'S GENERAL STORE # 3518/ DES MOINES,Potential Loyalist,1907 ARMY POST RD,POLK,-93.64171,41.52654
6118,CASH SAVER #33 / DES MOINES,Potential Loyalist,1320 E EUCLID AVE,POLK,-93.63664,41.62768
5982,CASEY'S GENERAL STORE #6 / ALTOONA,Big Spenders,407 8TH ST SW,POLK,-93.46872,41.64444
4934,CASEY'S GENERAL STORE #2811 / SPRINGVILLE,Big Spenders,605 6TH ST S,LINN,-91.44373,42.05085
5625,OASIS / DES MOINES,Big Spenders,5120 NE 14TH ST,POLK,-93.60102,41.65298
5208,OLSEN'S BP,Need Attention,"110, LOCUST ST",CASS,-95.01568,41.40923
4664,CASEY'S GENERAL STORE #24 / BOONE,Big Spenders,1127 STORY,BOONE,-93.88008,42.06765
4876,QUICK MART / HIAWATHA,Champions,"655, ROBBINS RD",LINN,-91.67299,42.04446
5239,LEFTY'S CONVENIENCE STORE INC.,Big Spenders,4649 HWY 13,LINN,-91.53264,42.19897
6052,CASEY'S GENERAL STORE #2568 / NORWALK,Potential Loyalist,1510 SUNSET DR,WARREN,-93.67517,41.48364
4654,KUM & GO #510 / STUART,Potential Loyalist,629 S DIVISION ST,ADAIR,-94.3185,41.49641
3944,SAM'S CLUB 4973 / DUBUQUE,Champions,4400 ASBURY RD,DUBUQUE,-90.73782,42.51529
5717,CASEY'S GENERAL STORE #3789,Potential Loyalist,2480 1ST AVE SOUTH,POLK,-93.46462,41.63712
4377,QUIK TRIP #562 / NE 14TH / DSM,Potential Loyalist,4801 NE 14TH ST,POLK,-93.60025,41.64827
10077,HAWKS SMOKE SHOP / MARION,Big Spenders,1396 7TH AVE,LINN,-91.59482,42.03331
4912,CASEY'S GENERAL STORE #2531 / ELDRIDGE,Potential Loyalist,"840, E LE CLAIRE RD",SCOTT,-90.57254,41.6547
5183,CASEY'S GENERAL STORE #77 / CASCADE,Big Spenders,717 1ST  AVE,DUBUQUE,-91.00528,42.3018
4953,TRI STOP,Need Attention,302 HWY 136,CLINTON,-90.81766,41.9675
5631,MARION MARKET & CAFE',Big Spenders,5005 10TH AVE,LINN,-91.5561,42.03571
5852,CASEY'S GENERAL STORE #2256 - DEWITT,Potential Loyalist,1515 11TH STREET,CLINTON,-90.55249,41.82572
3632,WAL-MART 2004 / DUBUQUE,Champions,4200 DODGE ST,DUBUQUE,-90.73504,42.48958
5499,KUM & GO #184 / ALTOONA,Potential Loyalist,1430 1ST AVE NORTH,POLK,-93.46467,41.66271
4577,CASEY'S GENERAL STORE #2551 / WOODWARD,Big Spenders,"906, S MAIN ST",DALLAS,-93.9222,41.84896
4464,PERFECT VALUE LIQUOR MART,Potential Loyalist,5B  LINCOLN AVE,SCOTT,-90.54787,41.69521
6288,MIDWEST FOOD & LIQUOR / PLEASANT HILL,Potential Loyalist,1250 COPPER CREEK DRIVE,POLK,-93.52439,41.60156
